rowid,TIC_ID,Probability,Unnamed: 0,Unnamed: 0.1,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Camera,CCD,RA,DEC,PMRA,PMDEC,PMTOTAL,MH,Disposition,Comments
0,460765494,0.00015520062879659235,433,433,2281.775107038965,0.9880156857049184,0.6040014950701061,-5.805831185451343,1.5957395044554776,9.76379967,5283.0,1.41944,38.0,0.402,0.2082,4.09287977,0.09981262682397177,0.9892576697588856,0.9898000367322976,2.10881550558362,49.34646792670802,9.742533234024807,0.91,147.308,1.413999,0.318195,3,1,158.62458192696002,-62.59924096802529,-16.1027,11.0748,19.54349361,,,
1,364398097,3.0484212931725096e-09,434,434,2282.785547361887,0.9981494550090808,0.7169657510404294,0.0010231944316779207,0.4211835350629212,10.55679989,7950.0,1.639,30.0,0.2331,0.2353,4.28993988,0.04042505954311166,0.9982750061739556,0.9981192016213424,0.4734005301338184,13.835735430634351,11.563317653861326,1.91,434.907,9.66771,0.433803,3,3,119.714345510643,-60.6674450800208,-4.40506,11.3807,12.20347844,,,
2,302037442,3.549466782715172e-06,435,435,2282.189567682498,0.996755589460576,0.789007527854602,0.003458033580156006,1.5706449875353137,11.18449974,3721.0,0.555891,28.0,0.2315,0.3808,4.68885994,0.052802824456301016,0.9968430198038152,0.997122938550394,1.7531312054672343,43.18586933558921,12.713378038738918,0.550523,54.5241,0.0533719026,3.2048400000000004,3,4,131.898941845198,-68.74170254190389,-63.775,11.6278,64.82635543,,,
3,147466817,0.03855790942907333,436,436,2286.099382874343,0.999594053390926,9.02556353257018,0.14816367188644008,12.149874274100135,8.73880005,7949.0,2.30951,3.0,0.2273,0.2465,3.99205995,0.0189344064550174,0.9995538388889116,0.9998986192479802,5.494337038824086,20.938331399920326,8.633850361921438,1.91,272.026,19.1860733,0.15505,2,2,163.282648916455,-44.8204170985614,-15.1064,-1.9526400000000002,15.2320755,,,
4,364267225,2.083469752278688e-08,437,437,2283.100526316653,0.9958621511761334,1.0533024659157828,0.0011328636817249382,0.4791845102886078,10.07240009,8193.0,1.6724,20.0,0.221,0.2358,4.29241991,0.06058390739349675,0.996338876358364,0.9951635325014894,1.908404332011449,19.574443094544872,16.05848473793755,2.0,370.551,11.3539705,0.427571,3,3,114.49902142964899,-58.711544104667595,-4.95655,7.871010000000001,9.30162278,,,
5,355540195,5.446435125122662e-08,438,438,2282.687462888622,0.9978453501150129,0.6268821846367596,0.0005679877327643412,0.4044778079089654,11.08230019,7518.0,1.8260299999999998,34.0,0.2353,0.2551,4.15560007,0.043520627079557936,0.9976002933683852,0.9981780566799564,1.349446078027528,12.846676845177312,9.01881239124814,1.74,585.672,9.596667,0.285775,3,4,131.687204964592,-65.2321223602436,-8.74526,9.18004,12.67882908,,,
6,167812509,3.247010340601264e-07,439,439,2282.3811862438324,0.9929183261342968,0.6723820460918057,0.004060346137398696,1.6960984816018023,13.01430035,2907.0,0.160629,32.0,0.1998,0.5387,5.14642,0.07729306631907558,0.9935970868029356,0.9936922672702959,0.13096491307130895,22.99644042799408,8.798447358952282,0.131825,18.5092,0.00166005606,31.8072,4,2,104.98406156044001,-61.7499550096449,-159.629,263.515,308.09344827,,,
7,71218718,7.88445220223366e-09,440,440,2282.530222427465,0.9986100648315016,0.6771459558119145,0.0006268849036132893,0.4860449324842792,9.44649982,7428.0,1.57636,32.0,0.2438,0.2464,4.27321005,0.03492706352127031,0.9986270738063387,0.9986875998820866,0.3330724081339907,19.87856565306782,14.748672702306242,1.7,246.399,6.815386,0.433997,2,4,154.032943752241,-34.2548139225329,-22.0687,8.24462,23.55846512,,,
8,294784522,2.47624438998173e-06,442,442,2282.8320038365428,0.9263578765968709,0.7431814565297801,0.003209614486458789,1.9202670855628543,9.35540009,6931.0,1.96124,29.0,0.3026,0.2256,4.03198004,0.25188319524978764,0.9401331018217342,0.9230772378021164,14.290711683375935,51.617669951734435,10.311063289667294,1.51,244.363,7.997252,0.200163,4,4,71.3160744943618,-70.9992893723136,-8.68443,6.959980000000001,11.12926979,,,
9,71343073,4.265185532217284e-24,443,443,2283.239313328195,0.994499499026687,1.7407896684108817,0.007733526633335597,4.430532305947429,6.61170006,8685.0,3.6991400000000003,13.0,0.1872,0.2693,3.64032006,0.07007416709382097,0.9987598926968432,0.9987527316094856,0.031374569416917734,11.075693669450166,7.299321970719286,2.18,188.565,70.1416855,0.043067900000000006,2,4,154.79493095283001,-34.6164857498931,-43.5417,27.254,51.36789031,,,
